value,seq
ZyxKXV,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
5y31e2,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Կոռուպցիայի չափը"
MBKEoV,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ"
r2WLvV,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը"
gB5Rk2,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ"
PVnLMB,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը"
8BgQkV,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը"
EV4r7B,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
d26l5y,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը"
AVjLDB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը"
D2DggB,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը"
OyAWr2,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
7y0PLy,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը"
X2E4lB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ"
n2PrDy,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը"
MVdLWV,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը"
Ky8ZE2,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը"
721dZB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը"
1yrpg2,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը"
QBRlDV,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը"
eylLRy,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
a2mLpB,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի սեռը"
OBw3ZB,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի սեռը"
1BJ0wV,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ"
W2z5mB,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
Ey7mr2,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ"
MyvEWV,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը"
QyYEAy,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը"
YBq6k2,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը"
YBLxLB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը"
JV9De2,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
nyepdV,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Կոռուպցիայի չափը"
b2NKoV,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը"
